tarih,puan,yorum
2020-06-15,5,"Genel anlamda çok memnun olduğumu belirtmek isterim. Sipariş verirken ekstra parçaların olmadığını okudum ve Philips ile iletişime geçtim. Yedek parçaların Türkiye&#039;de satışı yokmuş ve bundan dolayı bir eksi puan veriyorum. Ürünü satıyorsan, parçalarını da satmak zorundasın. Ben ekstra parçaları yurtdışından sipariş verdim, ama daha uygun versiyonlarını Çin websayfalarında bulabilirsiniz.
Şu ana kadar denediklerimiz; ev yapımı schnitzel, hamburger, hot dog, tost, patatesin her türlüsü, kuzu pirzola, köfte, kanat, tavuk, antrikot ve çeşitli sebzeler. Hepsi çok güzel oldu ve ürün beni çok şaşırttı. Instagram ve internette bir çok Airfryer tarif sayfası bulunmakta (türk sayfalarına bakmayınız, yabancı sayfalar çok geniş kapsamlı). Her şey çok pratik oluyor, dakikasını ve sıcaklığını ayarlıyorsun ve geriye kalanı Airfryer hallediyor ve ben bu arada bütün işlerimi hallediyorum. Bir kaç denemeden sonra patatesleri 23 dakika, 200 dereceye ayarlıyorum, 12 dakika kala patatesleri kenara çekip, ayırıcıyı koyuyorum ve diğer tarafına kuzu pirzola düzüyorum. Ve hepsi aynı anda hazır oluyor.
Çok yağlı etlerde (özellikle köfte ve hamburger) buhar oluşabiliyor. Bu normal ve bunun için de pratik çözümler var diye okudum internette.
Bana göre ayırıcı (et suyunun patateslere akmamasını sağlıyor) ve ikinci kat şart. İkinci katı aynı anda daha fazla malzeme hazırlamak için kullanıyorum.
Philips Hollanda websayfasında 200 farklı tarif mevcut. Ordan bakıp istediğinizi deneyebilirsiniz. Bizim bir sonra ki hedef teriyaki soslu tavuk."
2019-06-05,3,"Ürünü büyük umutlar ile aldım. Herşeyden önce kaliteli görüntüsü var. Malzeme de kaliteli kullanılmış. Şık duruyor. Patates kızartması fena değil. Az yağlı yaptığınızı düşününce gayet kabul edilebilir. Yağda kızarmış ve hemen servis edilmemiş gibi ama çok beklemiş gibi de değil. Sanki biraz önce tavadan çıkmış ve hala sıcak gibi. Anlatmak zor. Fakat bir antrikot ızgara yapıyorsunuz, inanın hayatımda yediğim en iyilerden biri idi. Kutudan Türkçe yemek kitabı falan çıkmıyor. Ödediğiniz parayı tam hak ediyor mu bilemem. O kadar büyük ki, bir büyük dolabı komple kaplıyor. Tezgah üstünde bırakma şansınız yok. Ağırlığı nedeni ile eşim kaldırıp koyamıyor. Benim yardımım olmadan kullanamıyor. Duman ve koku çıkardığı için aspiratör altında kullanmanız gerekiyor. Cam açmak yeterli değil, içerisi sis oluyor. Bulaşık makinesinde yıkanıyor evet ama makineyi komple kaplıyor neredeyse parçaları."
2021-11-15,5,kargo icin verilen sürede kargolandi ve bir günde elime geldi.oncelikle beklediğimden çok daha büyük bir cihaz kocaman bir gövde ama tabi hazne bu bedene göre küçük ama yeterli bence .urun gelince patates kızarttım biber patlican kozledim.muffin yaptım balık yaptım lezzetleri cok guzel tel ızgaranin  altından hava dolaşımı ile pişirme mantığı var . Üstten pişiriyor ara ara karıştırmak lazim ama pratiklik hizlilik ve lezzet açısından super.fırında balık yapıyorsunuz yarim saatte firin ısınacak yiyeceğin ici ısınacak diyene kadar bunda pişiyor çorban pişene kadar içindeki ürün pişer önüne gelir yani o kadar hizli.  Ben Beğendim ihtiyac ise alınabilir pişman olmazsınız
2021-12-20,5,"Ürünü değerlendirmek için bir süre denemek istedim. Neysek fiyatı bu kadar artmadan almışım yoksa almazdım :( 
Öncelikle ilk çalıştırdığımda yeni ürün olduğu için böyle plastik kokusu gibi bişey oldu bir an korktum kokusuz diyenlerin yorumunu gördüğüm için. Ama kullandıkça o koku gitti. 
Ürün gerçekten hızlı ve pratik yemekler yapılıyor bu kadarını beklemiyordum. Elim ayağım oldu. Ufak tefek şeyler için koca fırını ısıtmam gerekmiyor artık. Fırın temizliği ve ocak temizliği %70 oranda azaldı resmen. Evet fırında da aynı şeyler yapılıyor ama fırını tezgaha koyup yılayamıyorsunuz ya da makineye atamıyorsunuz 😂
- Patates kızarttım ve gerçekten lezzetime bayıldım. Kumpir gibi böyle sobada pişirmiisin gibi bir tat oluyor. Ben çok sevdim. 
- kaşarlı ekmek yaptım ilk denemem olduğu için kızarmış ekmek gibi oldu ama yinede güzeldi 😂
- Köfte kızarttım bu kadarını beklemiyordum ama gerçekten buzluktan çıkarttım 8-9 dakikada pişti ve sıfır yağ ile inanılmaz lezzetli oldu. 
- Bir kruton ekmek bağımlısı olarak sürekli olarak kıtır ekmek yapıyorum. 
Atıyorsun diğer işlerimi halledeme kadar pişmiş oluyor 💃🏻
Gerçekten elim ayağım oldu iyi ki almışım mutfağımın küçük canavarı ❣️"
2022-01-29,5,"Ürün bugün elime ulaştı önce bütün çıkarılabilen parçalarını güzelce yıkadım kurulayıp patates kızartması denedim. Öncelikle ilk çalıştığında plastik kokusu olduğunu söyleyen yorumlar görmüştüm benim cihazımda öyle bir sorun yaşanmadı. 1 kaşık yağ ile 1 kg patates kızarttım ve yağda kızarttığımız gibi oldu tadı aynı. Daha sonra ekmek kızarttık onu da 5 dakika içinde hazırladı. Biz çok beğendik herkese tavsiye ediyoruz ne mutfağı kokutuyor, ne yağ sıçrıyor, ne ocak batıyor çok büyük kolaylık.Sesi de hiç rahatsız etmiyor."
2021-12-16,5,"Keşke daha önce alsaymisim dedim. Yıllardır öbür markayı alsammı acaba deyip almazdım.  Sonra bi araştırırken buna takıldım. Bu ürün bence çok daha kullanışlı. Diğeri kardeşimde var biliyorum. Onda pisirecegin seçenekler daha sınırlı sanki. Bu Çok pratik bi mini fırın gibi. Patateste zaten on numara. Tavuk kanat, nuget , soğan halkası hersey çok güzel oluyor. Cupcake, browni yapılıyor kısa sürede.  Benim için sebzeleri azıcık yağ ve baharatla 10 dk da lezzetli halde pişirmesi çok sağlıklı oldu. Bin çeşit tarif yapılabilir, iki ayda onlarca şey denedim ben. Nette tarif çokça var. Yorum okumak alışverişlerde benim için önemli, oyuzden uzunca yorumladım."
2019-08-09,5,"öncelikle yıllardır diğer ürünü  kullanan biri olarak, bu ürünü bir süre kullandıktan sonra yorum yapmak istedim. öncelikle bende iki ürün arasında kaldım.ancak ilk kullandığım ürünün  parçalarının ısınmaya bağlı olarak çatlaması kırılması  gibi nedenlerle bu ürüne yöneldim. beklediğimden daha kaliteli ve lezzet açısından da daha leziz buldum. özellikle patates ve tavuk kızartması da mükemmel. tavugun kızarırken yagının alt tablaya gitmesi iyi düşünülmüş. ayrıca dışı çıtırken içide baya lezzetli. taza patatesleride iyi kızartıyor. kullananlar dumandan bahsediyor. tavukta az bir duman söz konusu ama rahatsız edici boyutta değil. son olarak şunu söyleyebilirim iyi ki tercihimi bu üründen yana kullanmışım."
2020-05-18,3,Ürün fena değil. Fakat kesinlikle fiyatını hakeden bir ürün de değil. Öncelikle plastik. Haznenin içi de dahil olmak üzre komple plastik. Sadece çay bölmesi cam. İçerisinde kendi süzgeci var. Sesli uyarı güzel gibi geliyor ama bir süre sonra yüksek ses rahatsız ediyor. Kapatıp sadece tuş sesleri ile devam edebiliyorsunuz. Mama için ayrı bir fonksiyonu var ki ürünü sırf bu yüzden aldık. Ama onda da garip bir çalışma şekli var. İçerisindeki su miktarına göre mama fonksiyonu bazen daha sıcak yapabiliyor. Otomatik kapanma ve diğer korumaları bakımından başarılı. Alttaki su haznesi 1.3lt bu arada. Diğer ürünlerdeki gibi 1.7lt değil. Çok hızlı kireçleniyor. Mümkün mertebe musluk suyu kullanmıyorum. Özet olarak çok güzel bir ürün olacakken kırpıla kırpıla ucuz Çin malı ürünlere dönmüş. Yazık olmuş. Bana göre 300₺ üzeri edecek bir ürün değil.
2022-01-11,5,İlk defa içtik eşimle beraber lezzetine doyamadık desem yeri Çayı çok seven çok tüketen bir aileyiz iyiki almışım
2022-05-10,5,Ürün ne yazıkki kırık geldi. Yorumumun öne çıkması için beş yıldız veriyorum…
2022-05-07,5,Kesinlikle çok beğendim çok şık ceyizim için aldm ama koymadan önce denedim gayet güzel konuşan kadının sesi felan çok hoş insaAllah ilerde sorun yaşamam teşekkürler karaca
2022-04-23,5,Mükemmel güzel magzasinda daha uyguna aldım satıcıya çok teşekkürler
2021-12-10,5,O kadar lezzetli ki çayı sorunsuz geldi kargom
2022-03-14,5,Arkadaşlar tereddütsüz alın bizde fakirin en pahalısını aldık güzeldir diye ama çalışırken uçak kalkıyor sanki öyle sesi var bunda çıt bile çıkmıyor çeyizime aldım mükemmel 🥳
2021-12-16,5,gerçekten iyiki almışım indirimde denk geldim ama iyiki almışım çay demlemek hiç bu kdr çok komik eğlenceli ve lezzetli olmamıştı umarım böyle memnuniyetimiz devam eder
2022-04-01,5,15 dakika da çok lezzetli bir çay yaptı. Kesinlikle alınmalı
2022-05-07,5,"misafirlikte ictim,sicak tutmasi ve pratikligi hosumuza gitti eve gelfik hemen aldik"
2020-06-23,5,"KIZkardeşime hediye olarak aldım merak edilenleri yanıtlayayım:

1) Ürün  Görseli harıka yalnız plastik malzameler görünüş olarak  kötü duruyor yani kırmızı içinde aşırı  bir  eksi duruş ve kalitesiz malzame gibi duruyor

2) AÇIKLAMA DA turbo fonksiyonu  yok denmiş  yalnız  tuşlardan birinin üzerinde turbo yazıyor  Kısaca turbo özelliği mevcut

3) Güçlendirici kademeli olarak çalışabilir özelliği mevcut 

4) Motoru güçlü  o nedenle çırpma esnasında büyük  bir kap kullanın :) ve diğer ürünlerle karıstırmayın asırı güçlü motoru var 

5) Isınma problemi yaşamadık ama 10 saniye aralıklarla  çalıştırın yazıyor  klavuzda .

6) Kargo ve firma hızlı  sorunsuz geldi.

7) Ürünün bıçak ve diğer aksanları oldukça iyi sürahi ve mikser haznesi olduka buyuk..

GOnul rahatlıgı ile sipariş  verebilirsiniz."
2022-03-31,4,Ürün güzel ama Blender içime pek sinmedi mercimek çorbası yaparken uğraştırdı beni sanki yavaş gibiydi hemen yapmadı bicagimi geride kalıyor anlam veremedim inşallah hep böyle olmaz
2022-04-09,4,"Açıklamada 3 hız kademesi yazdığı için bu ürünü tercih etmiştim fakat kademe ayarı yok,On-off  veya turbo düğmesine bastığınızda hız farkı yok gibi.Ölçü kabı açıklamada 600 ml yazıyor ama 900 ml&#039;lik hatta litrelik,güzel.Motor gövde plastiği pek kaliteli gelmedi bana.Kullanım ömrü uzun olur inşallah.Kargo çok hızlıydı akşam sipariş verdim 18 saat sonra elimdeydi."
2022-04-22,5,"Kargo iyi paketlenmiş olarak, sağlam ve hızlı bir şekilde elime ulaştı. Henüz denemedim. Resimleri ekledim"
2022-03-12,5,Ürün elime 1 günde ulaştı sadece bir iki çizik vardı ama benim için problem değil. Çalışır durumda ve çok güzel paketlenmişti.
2022-04-10,4,Gayet güzel plastik kalitesi iyi çok ses yapmıyor kullanırken kargolama iyiydi güzel paketlenmiş 1 günde geldi teşekkür ederim
2021-11-05,4,Sipariş verdim ertesi gün elimdeydi. Hızlı paketleme ve teslimat harika! Ama Sekiz yıldır soprano Max 700 watt ile harikalar yaratan biri olarak biraz hayal kırıklığına uğradım. Arzum kalitesini pek taşımıyor. Motorun gücünü (1700 watt) plastik aksesuarları karşılayabilecek mi bilmiyorum? Henüz kullanmadım. Daha hiç kullanılmamış olmasına karşın kırmızı motor gövdenin bağlantı yerinde ve çubuk blenderın gri kısmında çizikler var. Çırpma teli çok küçük geldi bana. Küçük doğrama haznesi pratik gözüküyor. Zamanla anlayacağım.
2021-05-12,4,"Epey araştırarak aldım. Gelip deneyince şunları deneyimledim; Ürün çok güçlü olmasından dolayı en hafif tuşuna sürekli basılı tutunca bile aşağıya inmesi gereken malzeme tepede kalıyor haliyle 1-2 saniye tuşuna basıp çekerek taksim taksim öğütürseniz üstteki malzeme aşağı düşüyor ve tüm malzemeyi eşit öğütüyor, çok hızlı ve kıvamında öğütüyor.  Çorbalarda kullanılan uçta ise yine makine çok güçlü olduğundan dolayı çorbada bir girdap oluşabiliyor yani bazen bütün çorba dönüyor tabi az az karıştırırsanız dengeyi sağlarsınız. Çorba öğütürken sesi çok az yani yan odadakileri rahatsız etmez bence fakat blender&#039;da sesi orta seviye. Makinenin güçlü olması herşeyi öğütebilmesi bakımından iyi ama böyle güçlü makinelere daha yavaş kademe için 3. bir buton daha koymaları gerekirdi. Malzeme eklem yerleri sağlam tutuyor hatta çıkarabilmeniz için baya güç uygulamanız gerekebilir. Ürün yer kaplamıyor düzenli ve tasarımı güzel, dekoratif. Temizliği kolay. Zeminde kaymıyor çünkü altı kauçuk taban. Sağlamlık bakımından bir problem gözlemlemedim ama aşırı güçlü makine olmasından dolayı dikkatli kullanmak gerekiyor. Eğer kuruyemiş vb. sert malzeme öğütecekseniz bu makine aradığınız güçte olabilir. Sert olmayan malzemelerde ise bas-çek biçiminde yani kademe kademe öğütmek mantıklı bu makine için. Sadece daha düşük kademe için 3. bir buton olmamasını eksik gördüm onun dışında genel olarak iyi bir makine. Emin olamadığınız ürün için youtube&#039;da videosunu da izlemenizi öneririm, uygulamalı gösteriyorlar."
2020-10-14,5,Çok güzel kullanişli fakat sesi çok yinede tavsiye ederim... Teşekkürler...
2022-03-08,5,Ürünün kalitesini beğendim bütün parçalarını çalıştırdım bir sorunu yok sesi de o kadar rahatsız edici değil  kargolaması güzeldi  memnun kaldım 2 gün içinde hemen elime ulaştı  teşekkürler
2021-10-21,5,"Ürün gayet güzel kullanışlı pratik çelik,Kablosu cezveden bağımsız... (Yorum yaparken çoğu  “Kargo çok hızlı geldi teşekkürler” yazıp bırakıyor.. Yani ürün nasıl ondan bahsetseler sanki kargonun hızlı gelmesi çok önemli.. Anlatın bi üründen memnunmusun , değilmisin hatta bazısı hiç kutuyu açıp kullanmadan  direk yorum yaZıyor “çok teşekkürler kargom geldi” iyi hoş gelmiş diyesim var)"
2021-10-29,5,Dock istasyon olması kulbunda tuş olan modele göre daha güvenli ve uzun ömürlü. Paslanmaz çelik olması çok iyi. Şirkette evde her yere lazım.
2022-04-24,5,Ürün gayet güzel köpüklü kahva yapıyor hemde 1 dakikada kullanımı rahat
2022-04-15,5,"Ürünle kahvemi yaptım,çok güzel oldu köpüğü de iyiydi 😊 ağız kısmı dar ve keskin eldivenle bulaşık yıkıyorsanız sorun olmayacaktır .Ama para verip daha akıllı bir cihaz da alabilirsiniz.Ben sürekli il il gezeceğim için mecburen bu şekilde aldım .Ama kişiliğim gereği kalıcı olsam da pahalı makina almazdım zaten 🥲"
2022-04-15,5,Dün sipariş verdim bugun elime ulasti temizleyip hemen acilisi yaptim gaayet guzel ve hızlı birtek sap kısmını pek sevemedim avuc icinde tutuşu pek rahat degil birde sapi govdeye baglayan conta larin gorunmesi hos olmamis
2022-04-07,5,Daha öncede bunu kullanıyorsun bozulduğu için tekrar sipariş geçtim memnunun pratik alınabilecek bir ürün teşekkür ediyorum
2022-02-02,5,Ya böyle güzel kahve yapan yok hiç düşünmeden  alın  günde ortalama 10 adet kahve yapıyoz 1 yılı geçtı  10 numara
2022-03-13,4,f/p açısından uygun bir ürün fakat iki yerde eziklik olduğundan bir yıldızı kırdım.Kontrol edilip gönderilseydi beş yıldızlı bir ürünİndirim kuponuyla uygun fiyata aldığımdan iade etmek istemedim.
2021-11-13,5,"Mükemmel 🤌🏻
Bu fiyata bu performans harika
Enfes tat bol köpük daha ne olsun"
2021-12-10,5,Gayet şık ve kullanışlı kulanımı kolay sorunsuz pratik ve hızlı kahve pişiriyor 4 kişilik kahveyi aynı anda yapaliyor
2022-04-03,4,Yorumlara bakarak aldım ve ürün hakkındaki yorumlar genelde çok iyiydi. Evet ürün güzel ve mutfakta pratik olmak için ideal. Fakat bana göre artıları olduğu gibi eksileri de var. Mesela çalıştırmak için düğmesine sürekli basmak gerekiyor ve eliniz belli bir süre dobra yoruluyor çünkü aynı anda rendelemek istediğiniz şeyi de bastırmak gerekiyor. Havucu güzel rendeliyor ama rende yapması için hazneye iyi yerleştirmek ve kaydırmamak gerekiyor bu da biraz yoruyor açıkçası. Kaşarı kolay ve hızlı bir şekilde rendeliyor. Mor lahanayı denedim bir de. Rendelemekte biraz güçlük çektim çünkü sürekli takıldı. Yani kısacası öyle çok çok iyi bir ürün değil bence. Fiyatına göre de çok iyi bir kalite de yok. Bildiğiniz plastik. Küçük ve yer kaplamamalı güzel. Diğer markalarınkini hiç kullanmadım o yüzden kıyas yapamam. Yine de günlük hayatta iş görüyor. Benim izlenimlerim böyle. Umarım fikir oluşturur. Satıcı çok çabuk gönderiyor alıyorsunuz ertesi gün elinizde. Tebrikler valla👏👏
2022-04-22,5,İlk defa duyduğum bir marka tereddüt etmedim çünkü fp ürünü nede olsa. İyikide etmemişim elim ayağım oldu. Rende yapmaktan nefret ediyorum :( ellerimi kesmeye son. Çok kolay bir kullanımı var. Tuşuna basılı tuttukça çalışıyor ve sebzeyi yukardan presliyorsunuz. Bayıldımmm
2022-04-16,5,Üzerinde çok düşünüp çok araştırarak rende yapmaktan nefret eden birisi olarak bunu aldım.denemeden yorum yapmak istemedim.almayı düşünenler böyle bir ürün arayışından olanlar tereddüt etmeden alsın.motor gücü düşük gelmişti ama gayet yeterli bu tip tüm mutfak aletleri gibi çok uzun süre durdurmadan çalıştırmak zaten doğru değil.ses sesviyesi normal gürültü değil. en sona parça bıraktığı çok söylenmiş.salatalık ve kabağı kabuğuyla yapınca evet o şekilde oldu en sona kabuğu kalıyor ama bu bence bahsedeilecek bir problem gibi değil.zaten başlığı çıkarınca otomatik olarak o da düşüyor. Kargo çok hızlı ve özenli geldi. Ufa ve tezgah üstü pratik.tek temennim uzun yıllar çalışması..
2022-04-12,5,"Ürün gayet güzel işimizi görüyor.Sebzeleri güzel rendeliyor.5 adet rende bıçağı mevcut tek eksik tarafinin tek kademe olması,iki kademe olabilirdi birazda hızlı olan 2 inci kademe olsa daha iyi olurdu."
2021-11-28,5,"Çok emin olamayarak almıştım, 3 gündür kullanıyorum, çok memnun kaldım.5 çeşit aparatı var, takması çıkarması kolay, etrafa saçmadqn çok güzel rendeliyor, doğruyor.Araya sıkıştırmıyor, parçalar kolay çıkıyor yıkanıypr ve çok yer kaplamıyor.Kesinlikle tavsiyemdir,alana kadar ne kadar gerekli olduğunu anlamamışım."
2022-04-05,4,Ürün oldukça başarılı.malum markadan çok farkı olduğunu düşünmüyorum.sogan gibi yapraklı ve katlı sebzelerde çok iyi performans vermiyor ama patates havuç gibi sert sebzelerde çok başarılı.rende için sebzeyi ittirirken düğmeye basılı tutmak gerekiyor bu işi zorlaştırıyor.dugme ac kapa şeklinde olsa idi daha kolay olurdu.plastigi şeffaf olduğun için yıkandığında çok su lekesi oluyor.renkli plastik olmasını tercih ederdim.rende ile takıldığı plastik akşam arası biraz geniş kalıyor bu sebeple araya sıkışıp kalan parçalar biraz ziyan oluyor ama her şekilde elde rendelenerek çok daha kolay.biraz zorlanırsa hafif bor makina yanik kokusu yapiyor.bu sebeple baş çek şeklinde geliştiriyorum maliyet performans anlamında iyi bir ürün
2021-11-18,5,"Mukemmel bir urun. Asla fazla para odemeye gerek yok. En bilinen markanin urununu de kullanmis biri olarak rahatlikla soyleyebilirim ki cok daha iyisi. Rendesi, ogutucusu, dilimleyicisi var basliklarda. Ogutucude buzluktan cikardigim donuk sebzeleri bile kolayca oguttu. Alin aldirin :)"
2022-04-22,5,Yaklaşık 26.saatte elimdeydi paketlenmesi özenliydi ilk havuç rendeledim çabuk ve başarılı buldum görüntü olarak çok sevimli ve sağlam görünüyor işimi çok kolaylaştıracak gibi duruyor
2022-03-26,5,"Ürünü aldım ertesi gün elimdeydi , rende işi artık uğraştırıcı olmaktan çıktı. Büyük rende ile kereviz , havuç ve turp yaptım hem hiç zorlamadı hem de sebzeleri ezmeden tane tane rendeledi. Küçük rende ile yapınca biraz bastırmak gerekti ve sanki motor yanacakmış gibi bir koku oldu belki ilk deneme olduğu için fazla güç uygulamış olabilirim 🙈 . Yer kaplamıyor elimin altında büyük bir kurtarıcı 👍🏻 Satıcı da ürün de benden tam not aldı"
2022-05-07,5,Ürün kargolama paketleme olarak güzel ve ürün de görsellerdeki şekilde idi parçaları farklı kullanım amaçlı gayet hoş duruyor umarım hayırlısı ile kullanırız.
2021-05-04,4,"Kargolama hızlıydı, fiyati gayet iyi kullandım performansı güzeldi ihtiyacı olanlar indirimde alabilirler"
2022-05-06,5,Bunu çoktan beri almak istiyorduk.aldım. güzel bir ürün.
2020-05-11,5,İyi değil yani aldığımız gün kullanmaya hemen başlamadık sonra kullanalım dedik hiçbir şeyi parçalamıyor içine bir şey atıp çalıştırınca 10 saniye olmadan duruyor parçalamıyor yetkililerle görüştüm ama götürme fırsatım olmadı hala evde bir köşede duruyor dedim garantisi var nasıl olsa müsait bir zamanda götürürüm
2022-04-14,5,Ürün cok guzel motoru cok güçlü ayrica hafifce dokunmaniz makinenin çalışması icin yeterli oluyor cokta guzel kesiyor memnun kaldık
2022-05-07,5,Tam beklediğim gibi geldi fiyatı indirimdeyken aldım gayet güzel seside kesmesine kaliteside fiyatına göre iyi arzum sonuçta 3 yıl garanti ayrıca
2022-05-07,5,Tek kelimeyle harika. Siparişimin üzerinden 24 saat geçmeden kapımdaydı. Cihazı kullanınca da doğru tercih yaptığımı gördüm. Çok memnunum.
2022-04-13,4,Motoru cok kuvvetli. Cok hizli parcaliyor.  Bir sikinti yasamadim. 1 yildiz girmesinin sebebi bicagin oturdugu milin hazneye baglantisini zayif gordum. Bu noktadan zorlanirsa catlama yapabilir.
2022-04-07,4,Motor gucu cok yuksek. Haznede Bicagin oturdugu mil ile taban bağlantısıni biraz zayif buldum. Umarim ilerde sorun cikarmaz
2022-04-13,5,Gayet güzel bir ürün günlük kullanım için idael tesekkurler hepsi burada
2022-04-24,5,Aldığımın ertesi günü elimizdeydi.  Çok teşekkürler. Üründe gayet güzel. Bu fiyata grmem alınır.
2022-01-08,5,"Daha önce aynı ürün kullandım 15 sene sonra buzulunca)) tekrar aynısını aldım. Çorba,ceviz,sous yapımı, kısacası elim ayağım)) tavsiye ederim"
2021-11-16,5,İndirimde aldım. Sipariş verirken hiç yorum bulamadım. Markaya ve Hepsiburada ( satıcısı olarak)  güvendiğim için aldım. Sağlam olarak elime ulaştı. Ezogelin çorbasında denedim ve pürüzsüz oldu.
2022-01-26,5,Çok güzel sapasağlam çok gürültüde çalışmıyor ben çok beğendim. Dün akşam şipariş verdim sabah 11 de elime ulaştı teşekkür ederim
2022-01-14,5,"Ürünü gelir gelmez denedim 2 muz 1 avakadoyu inanılmaz pürüzsüz yaptı daha önce tef.. marka kullanıyordum ama muz pütür pütür kalıyordu bazı kısımlarda , mercimek çorbası da ise patates kalıyordu ama bununla mercimek çorbası yaptım oda pürüzsüz oldu. Ben çok beğendim umarım alacaklara faydalı olur"
2022-04-18,5,Cumartesi akşam sipariş geçmeme rağmen 1 saat içinde kargoya verildi pazartesi elimdeydi hepsijete teşekkür ederim gayet güzel paketlenmişti ürün kutusuna ayrıca kutulanmış ürün görselsek gibi eksiksiz
2022-02-05,5,"Çok başarılı bir blender. Asla sıçratma yapmıyor, fazla gürültülü de değil. Daha önce bir kac kez blender bozmuş birisi olarak Philips ten çok memnunum."
2022-04-14,5,tek düğmesi var ilk çalıştırdığımda yavaş tan başlıyor ve düğmesine bastıkça kendi otomatik hızlanıyor
2022-02-01,5,Biz sadece çorba için aldık ve işini sorunsuz görüyor.Kalitesi tartışılmaz Philips markası ve fiyat olarak çok uygun ve seside kesinlikle rahatsız etmez.
2022-01-29,5,Ürün çok güzel çok kullanışlı tavsiye ederim canavar gibi çalışıyor mercimek çorbasını pürüzsüz yaptı ve donmuş kivi ve limonu çektim çok güzel püre haline getirdi ben bayıldım ürüne fiyatıda gayet uygun. Gönül rahatlığıyla alabilirsiniz.
2022-05-11,5,Alt kısmının plastik olması mükemmel olmuş. Çelik olduğunda tencereye zarar veriyordu. Artık tencereler çizilmeyecek. Teşekkürler
2021-06-02,4,"Dürüstçe tecrübemi yazacağım, başta belirteyim bozulursa yine alırım çünkü pratik ama bazı durumlar var onları yazsam alacak arkadaşlar için faydalı olacaktır. (Bir ayda ortalama 20-25 gün kullanıyoruz)
 Öncelikle yumurtalar büyükse yani birbirine değ-me-yecek şekilde dizmelisiniz, aksi durumda ara sıra yumurtaları çatlatıyor.

Bunun haricinde düğmesi ufak ve şartel şeklinde olduğu için alet ısındığında kendinizi yakmamak için dikkatli olmalısınız çünkü alet ufak ve hafif  açma kapama yeri 1 ve 0 yazan bir şartel, 0 basmak istediğinizde alet tezgahta kayıyor böylece istemsizce eliniz ile tutup sonra 0 basmak isitiyorsunuz, başlarda birkaç kez yandım sonradan nasıl kapatacağınız hakkında bilgi sahibi oluyorsunuz. Diğer bir kusur olarak, ölçü kabına doğruluk payına %80 civarı güvenin, çünkü günümüzde yumurtalarda farklı boylarda ve yumurtanın yine pişme süresini belirleyen ölçü kabınıda ne kadar su koymanız gerektiğini deneyimleyerek öğreneceksiniz çünkü buzdolabında mı dışarıda mı saklıyorsunuz yumurtaları yine bunlarda kıvamını etkiliyor.

Aletin olsa daha iyi olur diyebileceğim özellikleri:
Daha rahat açılıp kapatılan bir düğme,
Veya tezgahta kaymaması için altına keçe benzeri birşey,
Hiç yoktan kapatırken bari aletin başka bir kısmına destek konulsaydı orayı bir elimizle tutardın diğer elimizle de şarteli kapatırdık.
Tutmak için bir yer var orasıda aşırı ısınıyor aman dikkat edin yanmayın.

Alet üretildiği amaca hizmet ettiği için yani işlevini yerine getirdiği için 3.5 yıldız veriyorum böyle bir skala puanı olmadığından 4 yıldızı vermiş bulundum.

Ek olarak: Yumurtaları üstten yada herhangi bir yerden bence delme iğnesi ile delmeyin genelde yumurta pişerken dışarı taşıyor, yinede siz bilirsiniz zamanla tecrübe ede ede öğreneceksiniz zaten.
Alacaklara hayırlı olsun."
2020-01-05,5,"Rafadan ayarı süper, alarm çaldığında hemen çıkartın yoksa kayısı kıvamına geliyor, geniş tarafından delin, yoksa çatlıyor, plastik olması daha iyi lekeler olmuyor. Tavsiye ediyorum."
2017-12-07,4,"Alalı 1 ay oluyor 7-8 kez kullandım ve ürün fiyatına göre başarılı. 7 yumurtayı aynı anda haşlayabilmesi de geniş aileler için kolaylık sağlıyor. Tek bir sıkıntısı yumurtalar istenilen kıvamda haşlanıp alarm çalmaya başladıktan sonra düğmeyi kapatamıyorsunuz çünkü düğme ısıtma tavasının üstünde yer alıyor ve düğmeye basmak için ısıtma tavasını desteklemeniz gerekiyor (dikkat edin kendinizi yakabilirsiniz). Bu yüzden sesi kesmenin en iyi yolu fişi prizden çekmek :) Yumurta delme iğnesiyle delemeyenler için de biraz sabırlı olun diyorum iğneyi yumurtaya bastırarak sağa sola döndürünce yumurta çabucak deliniyor. Ek olarak kullanma klavuzundaki talimatlar çok eksik, videolardan izleyip anlamak zorunda kaldım."
2022-05-06,5,Alalı neredeyse 1 ay oluyor. Yorumlarda ikinci gün çalışmadığını söyleyenler olduğu için almakta tereddüt etmiştim ama sapasağlam bir sıkıntı yaşamadık. Yumurtaları çok güzel haşlıyor kıvamı nasil istiyorsanız tam olarak öyle çıkartıyor keyifle yumurta yiyoruz. Yorumlarda bazı arkadaşlar içinin tam olmadığını falan yazmış su ölçüsünü güzel ayarlasınlar sorun kalmayacaktır. Yumurta piştiğinde sesli uyarı veriyor. Çok yüksek sesli bağırıyor 😂 ama unutma ya da ya da başka odadan duymama gibi bir sorunum olmuyor çünkü gerçekten yüksek sesi var. Bir tane daha sipariş ettim onuda hediye edeceğim. Tavsiyemdir alın benden tam puan aldı.
