tarih,derece,yorum
2021-08-22,5,Satıcıya teşekkürler ürün zamanında ve sorunsuz elime ulaştı .. Ürünü biraz geleceğe yatırım olarak düşünüyorum eminim ps5 ile çıkacak exclusive oyunlarla bambaşka bir deneyim yaşayacağız..
2020-12-03,5,On numara beş yıldız MÜKEMMEL
2021-09-25,3,"Kargom hızlı ulaştırıldı, öncelikle bundan ötürü teşekkür ederim. Ürüne gelecek olursam, kutusuyla vs. orijinal sony ürünü herhangi bir sıkıntı yok. Performansını değerlendireyim, aynı zamanda çok fazla müzik dinleyen biriyim. Anker soundcore life Q10 kullanıyorum müzik için, onu 300 liraya almıştım. Bence pulse 3D&#039;nin sesi bi tık düşük, en son seste dahi o gümbür gümbür sesi alamadım. Ama ses berrak, dengeli ve doğal onu ekleyeyim. Tabi müzik üzerinden değerlendirmek de çok doğru olmayabilir, çünkü PS5 için tasarlanmış ve esasen oyunlarda kullanılacak bi kulaklık. PS5&#039;te ses daha yüksek, 3D olayını henüz oyunda tam test edemedim ama yeni yapımlar çıktıkça farkı ortaya çıkacaktır diye umut ediyorum. Kulaklık rahat, kafası ve kulakları büyük biri olarak söylüyorum bunu. Malzeme kalitesi çok üst seviye hissettiriyo mu? Bence hayır.. Fiyatına göre daha üst segment bi ürün beklentisine girdim ama bi tık hüsrana uğradım. 2 yıldızı düşük ses ve malzeme kalitesinden ötürü kırıyorum. Paranız çoksa ve diğer ürünleri araştırmaya sabrınız da yoksa PS5 için öneririm. Telefon, tablet vs. için müzik ve film performansı bekliyorsanız başka kulaklık bakmanızı öneririm. Çünkü ben müziğe kesinlikle Soundcore Life Q10 ile devam edicem."
2022-03-27,5,Ürü  mükemmel kulaklık o kadar hafif ki var ile yok arası kafa ağrısı sıkıştırma saçlarınıza baskı asla yok bir çok pc kulaklığına basar yani kesinlikle tavsiye ediyorum
2022-02-25,5,"Ses kalitesi çok iyi, ilk başta kulaklarımı biraz acıttı ve ağır geldi ama sonradan alışınca konforu da çok iyi, şarjı 11-12 saat gidiyor ps5 için bence bu fiyata en iyi kablosuz kulaklık."
2022-02-20,4,urun fiyatina gore iyi cabuk ulasti verdigim yildiz sadece urun kalitesiyle ilgili. uzun sure taktiginizda kulaklarinizin agrimasina sebep olabiliyor sungerleri cok kaliteli degil ama fiyat performans olarak is gorur. 3d sesi gercekten muthis veriyor
2022-04-19,5,Kargo cok cabuk geldi tesekkur ederim urun oyun oynamak icin alabilirsiniz
2022-05-10,5,Ürün orijinal. Satıcıyi hız ve özellikle paketleme konusunda tebrik ederim.
2021-11-13,5,"Bu urunu kasım indiriminde aldım. Pketleme cok iyiydi ve bir gunde kargolandı. ps5 deneyiminizi cok değiştiriyor. Ses kalitesi cok iyi, 3D ses deneyimi harika. Kulaklık konforlu ve kulaklarınıza baskı yapmıyor. Dıs sesleri neredeyse duymuyorsunuz , ses seviyesi gayet iyi.  İndirime girince kacırmayın"
2021-08-10,5,"En son konsolum ilk playstation idi. Çok uzun süreler PC&#039;den oyun oynamış biri olarak yapıyorum yorumumu. Koltuğa uzanıp oyun oynamak gerçekten de özlediğim bir şeymiş. Gelelim konsolun artılarına eksilerine. 
Artıları:
Kasa minicik. Her yere rahatlıkla götürebilir, bir televizyona takıp oynayabilirsiniz.
Hiç fan sesi duymadım.
Oyun oynadınız sonra kapatıp başka oyuna geçtiniz, inanılmaz hızlı açılıyor. 
Quick resume dedikleri bir nane var konsolu kapatsanız da açtığınız zaman hiçbişey yapmadan kaldığınız yerden devam ediyor oyun. 
PS4 koluyla fifa oynamaya alışmış biri olarak xbox koluna alışabileceğimden emin değildim. Ancak düşündüğümden çok daha rahat ettim. 
Paylaşım butonu eklemişler bir tane. Bununla yakaladığınız ekran görüntüsünü direkt telefonunuzdaki xbox uygulamasına atıyor ve oradan da istediğiniz herkesle whatsapp&#039;tan paylaşabiliyorsunuz. 
Kola takılan telefon kulaklığı sayesinde TV&#039;nin sesi kapalı bir şekilde kimseyi rahatsız etmeden geceleri oyun oyanyabiliyorsunuz. Hatta aynı kulaklıkla xbox kullanan yada pc&#039;den xbox ile oyun oynayan arkadaşlarınız ile sesli sohbet edebiliyorsunuz. 
Konsol ile gelen duracell piller yaklaşık 10 günde  her gün 3-4 saat oyun seansları ile bitti. Bence yeterli bir süre. Zaten şarjlı pil kullanmak gerekiyor bittikçe değiştirilir. 
Gamepass ile 100den fazla oyun&#039;u aylık uygun bir fiyatla oynamak da cabası. 
Eksilerine gelecek olursak:
Bikere grafikler Bilgisayardakiler kadar kaliteli değil. 
120 FPS tutturalım diye grafiklerden kısmışlar haliyle. Fakat bu koltuktan TV karşısında oyun oynarken çok farkettirmiyor. 
Konsol biraz fazla ısınıyor gibi geldi ama yaz olmasının da etkisi olabilir. 
Bir de discord kurulup kullanılabiliyor olsaydı tadından yenmezdi."
2021-08-17,5,Xbox series S güncel en güzel oyun konsolu erişilebilirlik mükemmel PlayStation ile asla kıyaslamam bile
2021-11-25,5,Çok teşekkürler master tekno. Ürün 2 günde elime ulaştı.. ufacık bişey cok şirin bişey umarım performansta görüntü gibi olur. Satıcı ilgiliydi ürün kapalı kutuydu dönüştürücüyü yanına montelemişler
2021-10-02,5,Öncelikle ürün 0 bunu belirteyim ancak irili ufaklı eksikler mevcut kutusu deformeli ve açık geliyor büyük ihtimal bütün ithalatlar mi böyle yoksa belli seriler mi böyle anlamadım cevirici koyulmak için mi açıldı oda ayrı durum satıcı fatura yollamış ancak oyun konsol u yazıyor sadece cihazın marka model seri numarasi yazması gerekir şuan eksiklikler bunlar onun haricinde cihaz 0 kurulumunu yaptım bı sorun yaşamadım şuan için en iyi oyun aracı Xbox series s dir fiyatı en uygun cihazdır safkan oyun oynamak isteye. Alsın keyfine baksın saygılar diliyorum.
2022-03-05,5,Ürün 2 günde elime ulaştı. Kutusunda hafif hasar olsa da içi sağlamdı. Game pass ile yüzlerce oyunu uygun fiyata oynuyorum. Depolama kısmında bize 361GB&#039;lık yer veriyor. Bunu harici diskle arttırabilmemiz bir avantaj.
2021-10-21,4,"Kargo ufak hasarlı geldi ama ürün iyi çalışıyor bir sıkıntısını görmedim.

Ürün birleşik Arap emirliklerinden gelmiş

Şu devirde alınacak en iyi ve uygun şey oyun için Xbox series s. Puanım ürüne 5 TE 5 fakat kutuda az biraz hasar vardı bilmiyorum kimin suçu, bae den gelirken mi oldu yoksa kargocu mu yaptı.
Ayrıca kargo kutusunda da delik vardı belli ki iyi taşınmamiş"
2021-10-23,5,Ürün sorunsuz ve hızlı bir şekilde elime ulaştı. Power kablosu dönüştürücü ile birlikte geliyor. Teşekkürler.
2021-11-10,5,"Özellikle benim gibi PS4 parlak kasadan geçiş yapanlar için muazzam bir seçim diyebilirim XBOX Series S cihazı için. Çok kibar bir tasarımı var, fan gürültüsü asla yok, menü ve oyun geçişleri harika… Kısacası premium bir oyun deneyimi sunuyor. Ps4 ile kıyaslanamayacak kadar iyi. Rahatlıkla söyleyebilirim ki daha ilk günden cihazın kalitesi beni fazlasıyla memnun bıraktı."
2021-08-30,5,ürün gayet güzel kutu içerisine adaptörü konulmus bir sekilde geliyor  ürün 1 yıl ms resmi garantilidir  fazla paraları veripte 2 yıl garantili almaya gerek yok aynı cihaz üretim tarihleri yeni zaten bana gelen cihaz arabistan cihazı olup 5 haziran 2021 üretim ürün  doha elektronige bu fiyatı sagladıgı için deşekkür ederim
2021-12-05,4,Ürün çok hızlı ulaştı.Paketleme sadece pat pat naylonla sarmışlar kutu üstüne dönüştürücü bantla yapıştırmışlar.Kutu çok ezik geldi sanki kutunu vurmuşlar yada duşumular gibi kenarları ezik.Ama çok şükür cihaz sağlam çıktı bir şey olmamış.Bir yıldız onun yüzünden vermedim bence böyle olmaz.Bilmiyorum ya kargoda böyle geldimi yoksa mağazadan böyledi ya iyice üstüne başka bir kutu yapıp kargoya teslim edilmesi gerekiyordu
2020-04-23,5,Konsolu yaklaşık 1 ay önce aldım. Oynadığım oyunlardan Skyrim oyununun kalitesi inanılmaz el konsolunda bu kaliteyi beklemiyordum. Fifa 20 de fifa 13 ün modlanmış hali. Şampiyonlar ligi var son eklenen libertadores kupası yok. Konsola gelecek olursak tuşlar çok yumuşak şu ana kadarda analaoglarda drift sorunu yaşamadım. Pil ömrü gayet iyi. Ekran görüntsü muazzam. 2 tb kadar microsd kart desteği olması güzel sony ps vitadaki gibi özel kart istemiyor. Tek sıkıntı parlaklık manuel ayarlanıyor. Türkiyemize mağazası açılırsa güzel olur.
2019-10-25,5,"Urun hizli bir sekilde elime ulasti. Ozverili bir sekilde
Paketlenmisti. Nintendo, Turkiye de yok. O yuzden her ihtimale karsi rechpack koruma da almanizi oneririm. Ben seyahatlerde kullanmak icin aldim. Materyali gayet kaliteli, guzel bir his veriyor. Ekran da yeterince buyuk emin olabilirsiniz."
2020-02-08,5,Özellikle handheld tutkunu değilseniz bunu değil normal switch i alın. Çünkü Mario vb oynarken 1.parti oyunların Joyconla oynamak için üretildiğini anlıyorsunuz. Bazı hareketler vs eksik kalıyor veya tatsız oluyor. Bunun dışında her şey çok iyi.
2021-11-25,5,Aldığım en iyi üründü. Şarjı 2 gün gidiyor. Bir şeyleri beklerken zamanınızı değerlendirmek için ideal
2019-11-03,5,"Hızlı ve güvenli teslimat, ürün iyi paketlenmişti içinde Nintendo kataloğu olmasıdagüzel bir incelik. Promosyonlu fiyat ile ürün daha uygun fiyata geliyor. Nintendo Switchi TV ye bağlı kullanmayan kullanıcılar için portatif olan Lite modeli en uygun tercih."
2021-04-06,5,Süper
2021-05-19,5,Süper
2019-12-11,5,gizalaya tesekkurler... super hizli gonderi... guzel paketleme... kesinlikle tavsiye edilir...
2021-02-15,4,Kar
2018-06-21,5,"Ben Pc için satın aldım. TMX modelide vardı. Fakat TMX 900 derece olduğundan onu tercih etmedim. T150 Pro hem debriyajlı hem 1080 dereceli. The Crew 2,Forza Horizon 3, Forza Motorsport 7,Project Cars 2, American Truck Simulator, Euro Truck Simulator 2, Fernbus Simulator, City Car Driving vb.  oyunlarla gayet uyumlu bir şekilde çalışmaktadır. Iç mekanizması daha çok daha kaliteli diğer markalara göre ve çark yerine kayış sistemi kullanmaktadır. Daha uzun ömürlü ve dayanıklı bence. Malzeme kalitesi çok iyi. Kullananlara alanlara hayırlı olsun şimdiden."
2021-10-09,5,"Kesinlikle bu markayı tavsiye ederim. Oğlum çok beğendi, kullanımı çok rahat ve keyifli. Gaz pedalı küçük çocuklar için biraz sert gelebilir. Kaliteli ürün tavsiye ederim."
2021-08-07,5,Logitech G29&#039;a göre çok daha kaliteli bir Force Feedbaack&#039;i var. Ancak malzeme kalitesi G29&#039;a göre bir tık düşük.
2021-05-27,5,Oynamadan önce mutlaka PC’ye bağlayıp firmware update yapılması gerekiyor. Tam bir fiyat performans ürünü. Yeni başlayanlara kesinlikle tavsiye ederim.
2019-11-27,5,"Tek kelimeyle mükemmel, daha üst modelleri nasıldır düşünemiyorum. İndirimli fiyattan satın aldım, yorum tarihindeki fiyat fena :)) Neredeyse std pedallı model fiyatına 3 pedallı modeli almak da efsane oldu. Pedallar ve hissiyatları da müthiş. Aşırı şekilde keyif aldım. Tavsiye ederim..."
2021-09-01,5,Ürün çok kaliteli. Paketlme çok iyiydi ilave kutuya koymuşlar. Kargo da zamanında getirdi. Tavsiye ederim teşekkürler
2021-02-25,4,"Urunun 1,5 sene sonunda pedal mekanizmasinda problem olustu . Lakin satıcı firma Gelbura hiç ugraştirmadan direk yenisi ile degisim sagladı. 3 5 kurus ucuza alacagiz diye gereksiz hareketlerde bulunmamak lazım"
2020-04-05,5,"Daha önceden g920 kullanmıştım yaklaşık 1 sene,ardından bu direksiyonu kullandım.İlk olarak g920 ye göre direksiyon simidi kalitesi cok vasat heryeri plastik.Sürüş konusunda herikiside gayet iyi bu bundan daha iyidir diyemeyeceğim ama kıyaslamak gerekseydi t150 pro bi tık daha iyi.Ancak herşekilde kesinlikle tavsiye ederim çok zevkli."
2020-04-10,5,gelbura isimli satıcıdan satın aldım.aynı gün kargoya verdiler.fatura paketten çıkmıyor ancak mail olarak göndermişler.direksiyon konusunda ise direksiyonu döndürürken dişlilerin üzerinden geçtiğinizi hissediyorsunuz.bu pek hoş değil.feedback konusunda gayet güçlü.sesli bir yapısı yok.
2021-09-07,5,rakiplerine göre kesinlikle daha iyi
2022-04-18,5,Paket sağlam geldi ama kutu biraz yamuktu 1 CD de hafif çizikler vardı
2020-01-16,4,Ürün orijinal bandrollü geldi. ALB teknolojiden aldım. Daha önce aynı yerden başka bir oyun almıştım sağlam gelmişti bunda kutunun üst kısımları kırılmış. Kargoda kırıldığını düşünüyorum çünkü kuyuyu açınca parçaları çıktı. Keşke düzgün olsaydı benim için kutusu da önemliydi. Biraz daha düzgün paketleyebilirler. Bunu dikkate alırlarsa tekrar tekrar alışveriş yapabileceğim bir yer.
2020-10-31,5,"Ürün kırıksız, çiziksiz, 2 günde elime ulaştı. İlginiz için teşekkürler 😊🙏"
2021-09-11,4,Ürün 2 gün içerisinde geldi. Kargolamayı tebrik ederim. Kutu orijinal jelatin ile geldi fakat ürün Almanca içerikli. Bu bilgi ne kadar önemli tartışılır. Sorunsuz alışveriş güvenilir satıcı.
2021-03-02,5,Barkodlu orjinal sıfır ürün teşekkürler 2-3 günde elime ulaştı overgames düşünmeden tercih edebilirsiniz
2022-01-15,5,Benim gibi macera oyunu seviyorsaniz eger mukemmel bir oyun 😎 Ingilisce olmasi ayri bir zevk Amma alt yazilar turkce olmasini tercih ederdim :) Paketleme guzeldi!
2021-11-22,5,Ürün Kegamesten güzel bir paketlemeyle geldi. Güvenle alışverişinizi yapabilirsiniz.
2021-11-17,5,Keegames e İctenligimle Tesekur ederim Cok hizli geldi kaliteli satici kaliteli ürün
2021-11-18,5,Ürünüm geldi çok sağlam paketlenmiş ve zamanında geldi çok teşekkür ederim
2022-01-18,5,"Öncelikle ürün mükemmel , genelde bu oyunu gow la karşılaştırıyolar ben rdr2 yi çok kısa bi süre oynamama rağmen şunu söyleyebilirim net rdr2 çok çok iyi üst kalite bi oyun düşünmeden satın alın 4k bi televizyonunuz varsa grafikler daha da güzel oluyor . Satıcıya gelirse gayet başarılı kargolama mükemmel sarıp sarmalamışlar , kargo da hızlıydı hemen elime ulaştı , ürün bandrollü ve içinden haritası her şey geldi yani içi açılmamıştı . Genelde kendini zeki sanan satıcılar ikincı el ürünü kaplayıp yolluyorlar ama bunda öyle bi şey söz konusu değil güvenle alışveriş yapabilirsiniz"
2021-03-11,3,"Gönderilen oyun PS5 Fifa 2021 değil, PS4! PS5 e ücretsiz yükseltebilirsiniz deniliyor. -Henüz ücretsiz yükseltme menüsü de gözükmedi- PS5 Fifa 2021 ayrı bir oyun ve ilan yanıltıcı."
2021-03-25,5,"Oyun delisi olmama rağmen bir hevesle aldım. İyi ki de almışım. Satıcı Kahraman Konsol ve Hepsiburada&#039; ya ayrı ayrı teşekkür ederim.

Cihazı anlatmaya gerek olmadığını düşünüyorum. Açılışı, Çalışma sessizliği ve özellikle kollar; gerçekten harika.

İsteyen herkes umarım alır/alabilir. Kampanyaları takip etmenizi tavsiye ederim. Oyunlar pahalı, şimdilik gelen hediye Fifa21 ve ücretsiz oyunları ile idare ediyorum. Fiyatlar düşünce bakarız."
2021-03-18,4,Ürün güzel paketlenmiş bir şekilde sorunsuz ve teslimat tarihinde geldi. Fakat icine koyduklari fifa21 ps4 versiyon onu keşke belirtselerdi. Ilanda o yazmiyor. O yuzden 1 yildiz eksik verdim
2021-04-18,5,Kargolama ve tahmini gelis zamani açısından hersey cok guzeldi evet gelen cd fifa 21 ama ps4 güncelleme yapıp ps5 seviyesine yükselttik sorun olmadı ama keşke siparişte ps5 fifa yazmasanız daha doğru olurdu sonuçta neyse onu yazmanız lazim yine de tesekkurler
2021-04-05,3,Ürün fotograflardanda görüldüğü gibi cok güzel fiyatını hak ediyor fakat biraz gec kargolandı
2021-05-09,5,Doğal olarak Türkiye garantili değil zaten bu kadar stok sorunu varken öyle bulmakta imkansız. Fifa next gen güncellemesiz oluyor çünkü next gen update sadece digital sürümlerde ücretsiz ama aralarında bir fark yok zaten. Geç bir saatte sipariş vermeme rağmen aynı gün kargolandı zaten ps5 yani anlatmaya gerek yok.
2021-09-06,5,"Alivershop dan aldim ilk den hayal kirikligi yasadim cd bozuk diye fakat bunlarin okumasi farkliymis ps4 cd gorseli ustte okurken ,ps5  de tam tersi takilmasi gerekiyomus parliyan ayna gibi taraf ustte olmasi gerekiyomus neyseki hallettik ambalaj urun sorunsuzdu tesekkurler"
2021-04-16,3,Bazı konularda açıklığa kavuşalım . Ürünün içinde PS4 fifa 21 çıkıyor ve kutuda Türkçe ibare yok muhtemelen sony türkiye ürünü değil.
2021-04-14,5,Güzel paketlenmiş bir şekilde hızlı geldi. Ancak maalesef PS4 Fifa 21 gönderilmiş ve bu herkeste olmuş anlaşılan. Hiç hoş bir davranış olmasada oyun Ps5 de oynanabildiği için puan kırmadım.
2022-02-22,5,gönderi süper hızlı geldi
2021-03-30,5,"Ürün çok kaliteli ve sim racinge başlamak isteyenler için ideal. Pedallar özellikle çok gerçekçi frendeli hidrolik dahil. Daha önce thrustmaster kullanmış biri olarak feedback anlamında logitech g29 dan memnun kaldım, pedallar diğerlerinden çok daha iyi özellikle. Kullanmadan önce g-hub uygulamasını indirip ayar yapın, oynayacağınız oyuna girip feedback ayarları yapın, tak çalıştır yapmayın. İyi feedback için iyice sabitleme iz gerekiyor masaya. Bunlar haricinde tam olarak 22 saatte kargo geldi, üstünde en ufak çizik vuruk falan yok sıfır ürün belgeleri tam. Sonuç olarak ürün ve satıcı firma konusunda çok memnun kaldım."
2021-05-24,5,Ürün gayet güzel kargolandı hiç bir sıkıntısı yok
2021-04-27,5,"Ürün son derece güzel. Kargo süresi taahhüt edilen zamandan daha fazla sürdü ama gene de çok teşekkür ederim. 
Vitesi içerisine koymak için kutuyu önceden açmışlar, benim için bir sorun teşkil etmiyor."
2022-02-23,5,Ürün orjinal kutusu dışında bir kargo kutusuna daha koyulmuştu . Orjinal kutusunun içinden shifter kutusu yine orjinal kutusundaydı. Amerikan priz dönüştürücü içinde mevcut . Kurulumunu yapıp ets 2 oynadım hemen gerçekten harika bir deneyim. Satıcı için değerlendirmem hemen kargoladı paketleme güzeldi ufak bir kurulum problemim oldu benden kaynaklı aradım ferdi bey ilgilendi . Kurumsal güvenilir firma kesinlikle tavsiye ederim teşşeklürler.
2022-03-25,4,İstenilen hazzı veren bir set
2021-11-09,5,Paketleme gayet düzenli ve özenli şekilde sorunsuz ve güzeldi.shifter kutusuyla birlikte kendi orjinal bantlariyla paketlenmiş şekilde siparişim elime ulaştı. Satıcıya çok teşekkürler gayet profosyonel çalışıyorlar.
2022-05-08,5,"Satıcı hızlı paketleme güzel 

Ürün sorunsuz elime ulaştı Logitech g29 zaten mükemmel bir ürün oyun sırasında deneyimlerim gayet güzeldi gerçekçi bir hissiyata sahip direksiyonun deri işlemeleri gerçekten çok kaliteli pedalların kaplamaları
Çok güzel metal malzemesinden yapılmış debriyaj sertliği Fransız sertliği gastritli gayet çok güzel bir yerinde vites geçişleri bir arabadan farksız sadece günümüz 2020 ikisine göre kablo bağlantıları biraz fazla çok fazla vakit alabiliyorum taktığınız zaman tekrar sökmesi geri takması bir yerden sonra işkence durumuna dönüyor onun haricinde her şeyi gayet güzel bir de bu fiyatlar ne allah için 1500 liraya zamanını  ehlinde direksiyonun kendisini alıyorsunuz şimdi olmuş 8000 lira gerisini siz düşünün artık"
2021-04-23,5,"Ürünü 1 haftadır kullanıyorum, bi sıkıntısı yok. Forza’da 300 saat oynamam vardı, bu ürünle 4 saat. Bu ürün olmadan oynadığım 296 saat boşaymış..."
2021-12-10,5,"Güvenmeyerek alsam da içim çok rahat. Uzun süredir kullanıyorum. Çalışmayan fonksiyonu vs. yok.

Kaliteli ve dayanıklı. Gönül rahatlığı ile alabilirsiniz.
İthalatçı garantili olduğundan ürün size geldiğinde kargoyu teslim alırken video kaydını başlatın ki sorun yaşamayın..."
2021-08-18,5,"Ürün mükemmel ötesi hissiyatı, kullanımı süper yalnız tek sıkıntı vitesin sıkılaştırma aparatı dandik. Kendi kendine fırladı ama ciddi bir problem değil bir şekilde halledilir. Özellikle ets2 oynayanlar için mükemmel."
2022-04-30,5,Süper hızlı gönderim için çok teşekkürler
2022-04-26,5,basarılı tesekkür ederim.
2021-10-15,5,Guvenilir. Birazcik gec kargolandi ama iletisime gecip haber verdiler. Tesekkurler
2021-11-30,5,İnanılmaz hız! Kesinlikle satıcıyı tavsiye ederim. Teşekkürler!
2021-06-18,5,"Ürün orjinal ve güvenlik bantlı, kapalı bir şekilde geldi. Gayet stabil çalışıyor. Satıcı çok hızlı kargoladı 1 günde elime ulaştı. Ürün sanırım Çin&#039; den gelmiş kutusundaki ve ürünün altındaki tüm yazılar Çince yazıyor. Fiyat olarakta piyasaya göre çok uygundu."
2021-01-02,5,ps5 cihazını alamasak ta şarj istasyonunu aldıgım için kendimi mutlu hissediyorum D: herkes e tavsiye ederim güzel bir duygu :)
2022-04-26,5,"Ürün orijinal, Sony euroasia etiketi var, kargo sağlam paketli bir şekilde geldi, ps5 e takılır diye düşünmüştüm ama ayrı bir fişle prize takılıyor, çokda sorun olmadı"
2022-02-21,4,CRKTEKNOLOJI den alırsanız ürünü Amerikan fişle geliyor ekstradan tr uyumlu fiş almanız lazımmış ama nedense arkadaş bunu belirtmemiş haberiniz olsun
2021-09-18,5,"Orjinal sony ürün, kendi güç kaynağının olması ve dokunmatik şarj bölgesinden şarj edilebilmesi süper bi kolaylık."
2021-04-03,5,Masamın daha derli toplu olmasını sağladı. PS5 kolunu her zaman tam dolu şarjla almak da gayet güzel :)
2022-04-12,5,Bende 2 tane kol vardı çok iyi oldu. Kendinden adaptörü var kablosu uzun. Birden fazla ps5 kol varsa tavsiye ederim. Kargo paketleme iyiydi. Geçte gelmedi teşekkürler.
2022-01-25,5,"Satıcı hızlı kargoladı, 24 saat dolmadan elime ulaştı. Ürün orijinal, ancak fişi Birleşik Krallık uyumluydu. Buna rağmen satıcı bir adet de orijinal kabloyu kutuya dahil etmiş, kendisine ayrıca teşekkür ediyorum."
2022-03-15,5,"Ürün çok iyi paketlenmiş şekilde, vaktinde teslim edildi. Teşekkürler"
2021-10-07,2,"Ürün daha önce kutusundan çıkarılmış ve kullanılmıştı. Öyle ki üzerinde toz vardı. Kutudan çıkan priz de amerikan tarz uca sahip. Ayrıca aparat almak zorunda kaldım. Bu gibi şeyler ürün özelliklerine yazılmalı. Ayrıca ertesi gün kapında seçeneği var diye sipariş ettim, tam tamına 7 günde elime ulaştı. İstanbul içi aynı yakada bir semtten diğerine ufak bi kutu göndermek 7 gün sürmemeli. Sürat Kargo&#039;yu bu muhteşem süratinden dolayı tebrik ediyorum. Bir de 7 gün iadeyle uğraşmamak için ürünü iade etmedim. Satıcıya başka bir kargo firmasıyla çalışmasını öneririm çünkü hiç memnun kalmadım."
2022-03-25,5,"Ürün çok kısa sürede elime ulaştı, Sony üzerinden sisteme kayıt ettirdim ama garantide PS5 olarak değil de başka bi ürün olarak görünüyor, benim için bi sorun değildi. 2 kol ve gerekli tüm kablolar içindeydi CAT6 kablosu aldık ve baya hızlı oyunları indiriyor. Satıcıdan memnun kaldık."
2022-03-27,5,"Ürün 1 günde teslim edildi satıcıya teşekkür ederim 😊, Kapalı kutu 👍🏻"
2021-12-17,5,"Efsane ürün piyasaya göre makul fiyat orjinal ve sony Türkiye garantili, teşekkürler"
2022-02-19,5,"PS4 TEN PS5 E GEÇEN YAŞLI BİR OYUNCU OLARAK, ÜRÜN MÜKEMMEL VE ÇOK HIZLI, KUMANDA ÇOK FARKLI, GÖRÜNTÜ KALİTESİ İNANILMAZ. YALNIZ BİRAZ PAHALI BİR ALIŞKANLIK. OYUNLAR PAHALI, PS5 PAHALI YEDEK KUMANDA PAHALI ORJİNAL ŞARJ İSTASYONU PAHALI. BİR DE BUNLARIN ÜZERİNE TV Yİ DEĞİŞTİRMEM GEREKECEK. HAYIRLISI OLSUN DİYELİM."
2022-04-07,5,"Urune zaten laf yok , paketlemesi güzel yapılmıştı , turkıye garantılı , Türkçe menü lü . 3 gündür kullanıyorum herhangi bir problem olmadı. Üründen ve satıcıdan memnun kaldım."
2022-03-27,5,"Yeni1Trend&#039;e hızlı teslimatı için teşekkür ederim. Ürün söylenildiği gibi Eurasia garantili. Kargo paketlemesi de çok iyiydi, her hangi bir hasar ve sıkıntı olmadan tarafıma ulaştı."
2022-02-10,5,Harika bir konsol kullanımı rahat akıcı verdiği hissiyat mükemmel grafik kalitesi mükemmel fiyat performans ürünü verdiğim paranın hepsi helal olsun...
2022-03-27,5,Ürün bir gün sonra elime ulaştı. Paketleme iyiydi. Ürün hasar görmemişti. Herşey için teşekkürler
2022-04-07,5,"Yaklaşık 1 aydır kullanıyorum bir sıkıntı yaşamadım..taşıma sırasında bir problem olur mu diye soru işaretleri vardı aklımda ama satıcı güzel paketlemiş, kısa sürede de ulaştı. Garantisi söylendiği gibi Eurasia..ürünü aldığım satıcıyı tavsiye ediyorum.."
2021-01-01,5,Ürün kalitesi güzel çocuklar beğenerek oynuyor tavsiye edermisiniz diye sorarsanız gönül rahatlığı ile alabilirsiniz fotoğraflarını ekliyorum
2020-11-07,5,"Öncelikle paketleme gerçekten çok iyiydi. 3 yaşındaki kzıımla severek oynuyoruz.Dizmesi için bir yetişkinden yardım alması gerekiyor, alacakların bilgisi olsun. Hediyeniz içinde ayrıca teşekkür ederim.İşinize göstermiş olduğunuz özen içinde çok teşekkürler."
2021-08-23,5,Resimdeki gibi 6 köşe değil gelen oyuncak yuvarlak sadece şekil olarak farklı işlevsel olarak aynı gayet güzel bazı yorumlarda ayaklarının kırıldığını falan yazmışlar oyuncak olarak düşünürsek gayet normal bir ayakları var tabure niyetine kullanmazsanız ayakları kırılmaz.
2022-04-22,5,Cok eğlenceli.
2020-06-09,5,"Oyun 3 yaşındaki oğlumla oynamayı çok sevdik tek eksisi dizmesi biraz can sıkıcı olabiliyor sürekli oynadığında. Bir de kutusu stretch filme sarılı geldi, ambalajlı değil. neyseki bozulmamış açılmamış eksik yoktu."
2021-10-21,5,"Kargo çok hızlı, 1 buçuk günde elime ulasti.👏Dizmesi sabır isteyen bir oyun.2 buçuk yaşındaki oğlum bu starateji oyununu şuan için kavrayamadığı icin 2 çekiç darbesiyle buz zebini yok ediyor.Ben 5 dk da diziyorum o ise 5 sn de ....😱🤪🤕😁 Arada oyunu  saklamak zorunda kalıyorum.😁Bu arada cekiçler buzlarda siyah çizik birakiyor.Bu fiyata normal diyorum napalim.Herşeye rağmen oynaması çok zevkli,tavsiye ediyorum.!.😉"
2021-11-25,5,"3 yaşına yeni giren arkadaşımın çocuğu için aldım. O yaşlarda bu tarz vurmalı oyuncakları çok seviyormuş çocuklar. Sapasağlam geldi. Aklımdaki soru işaretleri gitti. Eksik parça da yoktu. Sandığımdan daha kaliteliymiş parçaları. Çok beğendim tavsiye ederim. Fiyat performans. Ailecek güzel vakit geçirirsiniz bu oyunu oynayarak. (Eğer mavi yuvarlak zemini, ters çevirerek buz küplerini de tersten yerleştirirseniz daha çabuk ve kolay dizmiş olursunuz)"
2020-06-06,5,Tek kelime ile muhteşem özenli kargonuz için ayrıca teşekkür ederim ☺️
2020-11-23,5,Ürün çok güzel paketlenmiş bir şekilde kısa sürede geldi. Taşları dizmek zor değil ters çevirip diziyorsunuz. Ayrıca çok eğlenceli 3.5 yaşında oğlum çok sevdi kendi başına dizebiliyor 👍
2022-01-29,4,Ürünü çok beğendik 2 tane almış Bi tanesi hersryi tamam sıkıntı yok ama diğerinin Bi ayagi kırık geldi telafi edilmesini istiyorum
