tarih,puan,yorum
2021-05-21,5,Bu fiyata güzel ürün kaliteli.bekledigimizden buyuk .4 yaşında ki oğlum için aldik.tabi babası ile ucurabiliyor.keyifli eğlenceli.tabi ki kullanmayi ogrendikten sonra.tavsiye ediyorum.youtube da kullanim videolarini mutlaka izleyin. Kullanma kılavuzundaki karekodu okutunca saçma sapan bir site çıkıyor.giris yapmayın.firma onu düzeltmeli.
2021-03-06,5,Ürün hızlı kargo ile elime ulaşmıştır kaliteli bir ürün fiyat performans ürünü denilebilir basit Türkçe kullanım kılavuzu vardır bir çok kez duvara çarptı fakat bişey olmadı tek sorunu alt kısmında ufak bir çatlak ile geldi o da bisey olmaz iade etmeyeceğim güzel bir ürün takla özelliği harika diyebilirim teşekkürler
2021-01-09,4,"Fiyat performans açısından oldukça iyi bir ürün. Oğlum için önceden de Preo Drone almıştık. Bu sefer ilk uçuşta küçük çocuklar için kilit koymuşlar bu güzel... Havada asılı kalmada, hafif olduğu için kapı pencere açıksa çok etkilenebiliyor. Dış ortamda çok yükselmeyin, hava akımı nedeniyle geri dönmesini sağlamak zor oluyor. Dışarıdan yedek batarya alıp kullanacaksanız gücüne dikkat edin. Drone bir anda güç kaybedip inmeye çalışıyor. İlla kamerası da olsun demiyorsanız, bu fiyata, kendinizin ve çocuklarınızın bu kadar eğlendiği başka oyuncak bulamazsınız :)"
2021-06-04,4,"Fiyatına göre güzel bir ürün kullanması kolay satıcı firmada kargo konusunda hızlı
Sadece resimdeki kumanda ile kutudan çıkan kumanda aynı değil sanırım resim temsili"
2022-03-13,5,Ürün fiyata göre gayet güzel. Malzeme dayanıklı tek şeyi batarya soketinin takıldığı yeri daha rahat sökülüp takılan bir aparat la takılabilir di . Fiyatına göre gayet güzel tavsiye ederim
2022-03-16,4,"Pili çok küçük bu nedenle şarjı 5 6 dk gidiyor,
Kamerası yok zaten eğlence dronu kendisi. Ama fonksiyonları son derece iyi opsiyonel ayarları güzel fiyatına göre iyi performans sergiliyor. Belki biraz daha ucuz olsa mükemmel diyebilirdim. Kesinlikle alınır uçuşu taklaları felan son derece güzel. Oto pilot kalkış iniş sabit kalma gibi özelliler sorunsuz çalışmakta."
2021-02-12,5,Hem ürünü hemde satıcıyı takdir etmek istiyorum. Drone koruma parçalarından biri eksik geldi . Satıcı numarasından whatsappta rica ettim ve 2 adet koruyucu ve yedek kanat seti ile birlikte tüm seti ücretsiz kargo ile gönderdi drone öğrenmek istiyorsanız bu drone u ve müşteri memnuniyeti istiyorsanız da bu satıcıyı seçin.
2020-09-10,5,"Beklediğimden daha iyi bir drone geldi, kullanımı kolay, kumanda kontrolü de gayet iyi, 1 saatte öğreniyorsunuz. Fiyata göre performansı yüksek bir ürün. Paketteki kullanma kılavuzu gayet açık ve net. 
Satıcı gününde kargoya verdi, ertesi gün ulaştı."
2022-04-24,5,ürün iyi   satıcı iyi
2021-11-14,5,Çok eğlenceli peşinden koşmak düşürmemeye çalışmak çocukların çok hoşuna gidiyor fakat çok hassas sık düşerse uçmuyor
2022-04-11,1,Ürün bu şekilde geldi kargoda kırılmadık yeri kalmamış.  Açma kapama  tuşu bile görünmüyor
2020-02-07,5,Cihaz kaliteli.amatör profosyonel arası bir cihaz.ben altına misina ile baglayıp Bayrak dahi uçuruyorum.fotografını ekliyorum.tşk HUBSAN.
2020-04-30,5,Ürünü kullanma fırsatım oldu ve 2 yorumumu yapıyorum ürün havada 150 metrede çok sabit kalıyor deneme amaçlı 150 metreye çıkardım.kamera görüntüsüde bana göre çok güzel kamera titresimi yok sagdece dron çok hareketli Agresif oldugundan joistikleri yavaş hareket durumunda hiç bir problemide yok Çok kişide sordu çok kişiyede önerdim bütün fonksiyonları skntısız çalışmakta hubsan ailesine teşekkür ederim bu ürünü bizlere sundugu için 👍
2022-01-02,4,"Öncelikle önemli bir kafa karışıklığını gidermek lazım, buradaki fx67 değil, fx67 pro modelidir, oysa altındaki yorumların çoğu FX 67 ile ilgili. Bu cihaz yurtdışında mjx bugs b16 pro ve flyhal fx1 adıyla satılan dronelarla aynı cihaz. Bu isimlerle arayınca çok sayıda değerlendirme, uçuş videosu ve fotoğraf örneği bulabilirsiniz. Ağırlığı nedeniyle Sghm kaydı gerektiriyor ancak bu ağırlık rüzgar direncini de arttırıyor. Fiyat performans olarak muadil özelliklere sahip dronelardan iyi. En büyük eksiği programlanabilir olmaması. Başlangıç seviyesini geçip biraz daha özellikli bir drone ile daha yüksek irtifadan  çekim yapmak isteyenler için uygun. Combo paket olması iyi, çanta ve yedek batarya bu hobi için şart  Bana gelen pakette bir batarya bozuktu on günde garanti çerçevesinde değiştirildi. Bu hobinin teknik bilgi, sabır ve emek gerektirdiğini, bu seviyede cihazların artık oyuncak olmadıklarını bilerek, iyice inceleyip öyle almak şartıyla tavisye ederim."
2020-02-11,5,"Ürünü kargodan teslim aldım, çok hoş, kullanışlı ve kaliteli bir ürün, alacak arkadaşlara öneririm..."
2020-02-08,4,Ürünü kullandığımda tekrar yorum yazacağımı söylemiştim. Şöle bir olay geldi başıma. Drone’u çalıştırdım ilk kalkışta pervanelerden biri yerinde çıktı ve drone ters dönüp yere düştü. Ya vidasını takmamışlardı ya da sıkmamışlardı. Vida çok ufak olduğundan bulamadım. Ama yedek pervanenin içindeki vidayı kullanarak pervaneyi yerine taktım ve uçurdum. Drone sorunsuz çalışıyor. Ancak görüntü aktarımı 50m’den sorun sorun yaratıyor. Ayrıca kutunun içinden aşağıdaki kart çıktı. Yorum yapıp belirtilen adrese görüntüsünü göndereli 10 gün oldu ama süpriz hediyem gelmedi. Canları sağolsun :))
2021-08-24,3,çok agresif yavaş hareket etmiyor en fazla 115 mt yükseldi kamera aslında iyi ancak agresif hareket ettiğinden cok sallanıyor.rüzgarda dahada sallanıyor.canlı izleme wifi ile yapıldığından dikeyde 60 metre yatayda 150 metreden sonra kopuyor.uçuş süresi wifi ve kamera kaydı açıksa en fazla 15 dakıka.geri dönüş fana değil pili yerinden çıkarmak biraz zor.şarj etmek uzun sürüyor.en son stadyum aydınlatma direğine çarptım bir motoru tekliyor tr döndüğümde servise vereceğim bakalım ne olacak
2019-09-28,1,"Yaklaşık 1 ay önce  izlediğim bu videodan da etkilenerek Aden FX 67 aldım. Ancak şunu belirtmeliyim ki,  tek iyi tarafı kargonun hızlı olmasıydı. ADEN FX67 &#039;yi bir oyuncak misali uçurup indirmekten başka bir şeye yaramıyor.  Uçurduktan sonra görüntü çekmeye kalktığınızda yandınız çünkü o kadar çok sallanmaktan çektiğinizi sandığınız  görüntüyü izleme kafa ağrısından başka bir şey yapmıyor. Sabit stabil durma olayı da hikaye. Öyle ki, 1 metrelik çap içerisinde makine oradan oraya yaylanıyor. Çok nadiren stabil gökyüzünde durabiliyor. Yine uçurma esnasında dron ile birlikte kamera da eğildiği için düzgün bir yerin görüntüsünü almanız mümkün değil. Yani görüntü çekmek isteyenler bu makineden uzak dursun. Ayrıca otomatik geri çağırma da da sıkıntılar yaşanıyor. Görüntü dron 100 metre sizden uzaklaştığı anda kopuyor. Belirli bir mesafede kendi kontrolünüzde dronu indirmeye çalıştığınızda ise aman etrafta bir şey olmasın. Dron sanki bilinçli bir şekilde oraya gidip çarpıyor. Dron uçurmada tecrübem olmasına rağmen yaşadıklarım ve bu dronu almak nedeniyle aldatılmış hissini üzerimden atamıyorum. Hubsan ile iletişime ilk geçtiğimizde her şeyi öyle güzel anlattılar ki, güven verdiler. Ve ürünü aldık. Yaşadıklarımdan sonra  İyi niyetle dronda bir sıkıntı mı var diye teknik servise gönderdim. Ancak ne komiktir hiçbir şey yapmadan sıkıntı yok diye geri gönderdiler. Arkadaşlar dron almak ve dronun görevi olan görüntü çekme olayının gerçekleşmesini istiyorsanız bu drondan uzak durun.  Amacınız bir dronu uçurmaksa o zaman kendiniz bilirsiniz. Bence Hubsanda artık güven vermiyor."
2020-01-30,5,Dron çok güzel.parasını fazlasıyla hak ediyor.oyönden birthday adetten fazla aldım.teşekkürler hubasan..
2020-05-08,5,Drone almak için çok araştırma yaptım bu paraya bu kalite ve özellikteki bir drone gerçekten harika.Beklediğimden güzel bir ürün kardeşim ile birlikte birer tane aldık ikimizde çok memnunuz.
2020-07-29,5,Hubsandan ahmet beye sonsuz teşekkürlerimi sunuyorum. Gerçekten çok başarılı bir cihaz alacak herkese tavsiye ediyorum kesinlikle bu paraya daha iyi bir drone yok. TEŞEKKÜRLER HUBSAN TEŞEKKÜRLER HEPSİBURADA
2022-04-16,5,Ürün güzel uçuşurken biraz düşürdüm be hafif çizikler oldu ama ona rağmen çok güzel yazin belgesel çekecem
2020-12-03,5,"Kargo hızlı geldi paketleme iyiydi. Bu drone bu fiyat bandında alınabilecek en iyi drone. Çünkü ; Gps var, oto iniş kalkış var, havada asılı kalma var, hafıza kart girişi var, foto video zaten çekiyor, 1 batarya ile 15 dk falan uçurabiliyorsunuz ve yedek bataryası ile geliyor yanı 2 batarya çıkıyor kutudan bu harika. Menzil desen yüksek baya uzaktan bile kontrol ediliyor. Genel kontrolü kolay, güzel ve keyifli. Açık alanda bi yere çarpmanız düşürmeniz biraz beceriksizlik istiyor. Telefondan da kontrol edilip foto video çekiliyor anlık görüntü de sağlıyor. Bu fiyata eleştirebileceğim tek yanı kamerası çok iyi değil ama ben de zaten kamera için almadım o yüzden dert etmiyorum. Eğlence amaçlı kullanıyorum ve gayet de eğlendiriyor. Daha düşük fiyatlıları alıp bence ilk uçurmada kırılmasından veya bağlantı kopmasındansa bu drone kesinlikle tercih edilir. Fotoğraflarda detayları inceleyebilirsiniz. Teşekkürler."
2021-06-02,5,"Ürünün elimize ulaşması gayet hızlıydı.
Kullanımı gayet basit ve anlaşılır.
Havada stabil şekilde durabiliyor, rüzgara karşı kendi direnci var ona göre hareketler yapabiliyor. GPS özelliği gayet güzel çalışıyor takip,orbit,harita üzerinden işaretleme ve kendi kendine inme özelliği gayet iyi şekilde çalışıyor.
Kamerası da gayet güzel çekiyor (ama 4K değil) biraz uzaklaşınca telefonda donmalar olabiliyor ama bence bu drone göre normal. Ayrıca SD kart takınca sorunsuz şekilde görüntüleri kaydediyor. (SD kart olmadan da kaydedebiliyorsunuz telefona ama bazen videolarda donma oluyor.)
Uçuş süresi olarakta ilk 10 dakikası gayet güzel uçuyor pil %30lara indiği zaman biraz sapıtmaya başlıyor ona göre uçururken dikkat edin.
ilk defa drone kullanan birisi olarak baya beğendim.
Bana göre tam fiyat performans ürünü"
2020-07-25,5,"İlk deneyim için harika bir seçim yapmışım
Çok basit ve güzel bir kullanımı var 
Kamera görüntü  kalitesi çok iyi
Fazla yüksek mesafeye çıktığında video kayıtlarında telefona aktarımda donmalar olabiliyor. Hafıza kartı ile bu donmalar olmaz diye düşünüyorum henüz denemedim
Paketleme kargo güzeldi 
2 adet yedek pervane ile gönderilmişti 
Malzeme kalitesi iyi gibi görünüyor 
Bşr kaç kez çarpmamak rağmen sıkıntı olmadı 
Yeni tatil yerleri çekim yapmak için yeni deneyimler yaşamak için sabırsızlanıyorum
Benim gibi hobi amaçlı kullanılacaksa sonderece yeterli bir ürün"
2021-04-21,5,Ürün fiyatını hakeden bir ürün. Otomarik ve dönüş ve takip modu çok iyi. 4k 30fps görüntü kaydi yapabiliyor. Takla özelliği var. Kargom hızlı geldi kutumda bir ezilme çokme yoktu. Benim için tek sıkıntı telefonumdan kaynaklı oldu bu drone anlık görüntü aktarımı için 5g wifi dual band özelliği istiyo telefonlarda benim telefonumda olmadığı için 4g wifi olduğu icin görüntü aktarımı yapamıyorum telefonum samsung a20s size önerim dronu almadan önce telefonlarınızda bu özellik varmı bakın derim. Derseniz ben zaten eğlence amaçlı uçurucam görüntüyle işim yok kumandası ile kontrol edebilirsiniz zaten. Aynı zamanda görüntüde alabilirsiniz drona hafıza kartı takarak.
2021-09-06,5,"Siparişten bir gün sonra teslim aldık,bir hafta sonra uçurduk,gerçekten gps ile uçurmak hem keyifli hem güvenli,menzilden çıkarsa uyari verip geri geliyor ,uçuş menzili gayet iyi,stabil asılı kaliyor takip modu süper keyifli,video resim modu harika,ailece cok güzel zaman geçirip,doğa gezilerinde size rehber olabilir,düşünmeden alin."
2021-07-06,5,"Ürün kaliteli parasının hakkını veriyor
8 yaşında oğlum elinden düşürmüyor 
2 pille gelmesi de inanılmaz rahatlık
Kullanması  kolay 
Telefondan çektiği resim ve videolar müthiş ve kaliteli"
2021-01-31,5,Bence ederine göre hakkını veriyor. Sadece şarj kısa zamanda bitiyor
2021-08-05,5,Hubsan teknoloji satıcı firmaya teşekkür ederim siparişten 2 saat sonra ürünü kargoya teslim edilmiş fatura ile beraber kargoyu diyer iş gününde teslim aldım ürünü 1 hafta kullanmaktayım gayet başarılı birazda kullanımdan sonra eksiklikleri ni güzel yanlarını yazcam  satıcının güzel bi yani daha paket içerisinde hediye gondercez mesajı sarı kart bırakmışlar merak ediyorum ne gondercez hubsan
2022-04-23,4,"Ürün çok şahane, bu yüzden 1 tane daha aldım ama bu sefer katalog fotoğrafındaki taşıma çantası yerine içine ince plastikten ürün haznesi yerleştirilmiş alelade bir alet çantası geldi."
2021-09-30,5,"Hafif ve biraz daha üstündeki rüzgarlarda 
stabil uçuyor. Fiyatından beklenmeyecek kadar iyi. Kumandanın telefon tutucusu oldukça yetersiz."
2020-04-29,5,Ürün hızlı bir şekilde elime ulaştı. Şarjını bitirene kadar kullandım gayet yeterliydi performansı. Bataryayı şarj ettikten sonraki hali bambaşkaydı yani süperdi. 3 hız ayarı ile çok yüksek hızlara çıkabilirsiniz.Kullanım mesafesi 60-70 metre arası çok değil ama idare eder uzaklıkta.Ürünün kanat korumalarını yanına koyuyorlar ve 2 tane yedek kanat yerine 4 tane koymuşlar bu açıdan çok memnun oldum.İlk defa bir drone aldığım için çok birşey diyemem ama giriş seviyesi drone diyebilirim. Kamerası gayet güzel buda mesafeden kaynaklıdır yani çok takmamak gerek.En son olarakda çantası çok hoş. Güzel alacak herkese tavsiye ederim
2020-04-17,5,Ürün  ertesi  gün  elime  ulasti hızlı  kargo  teşekkürler..güzel  paketkenmis  halde  geldi..koruma  plâstik  bariyerleri  4 adet  geldi. Ve yine  4 adet  yedek  pervane  vardı..bariyerler  kolay  takıldı.. once  bataryayı şarz  edin.. sonra  kumandanin  pillerini  takin.. kumanda  ve dronu  acin.  Sol  joystic  ileri  ve geri  yaptiktan  sonra  iki  joystic ki  soldakini  saga  sagdakini sola  açılı  sekilde  cekip  eslestrin.. otomatik  kalkis  en  solda  ustte basın  1.5 metre  havaya  kalkicak..sol  kol  aşağı  yukarı  hareket  sag  kol  sağ sol  ileri  geri  yapar.. sol  kol  asagiya  basarsan  iner  ve durur.. play  storeden  uygulama  indireceksin  kamera  icin  klavuzda  detaylı var..
2020-04-18,5,"Yaklasik 2 aydir kullanmaktayim..Ve ilk kez kullandigim dron oldugunu belirterek deneyimlerimi yazmak istedim..
Kapali ambalajli kutu icerisinde geliyor ilk siz aciyorsunuz yani kutuyu icerisinden fermuarli cantasi da cikiyor kullanisli..
4 adet pervane ve tornavidasi da bulunmakta..pervaneleri her kanada takamazsiniz bilginiz olsun kanatlar iki grup a ve b..yani 2 a pervane 2 b pervane mevcut..
tt teknoloji firmasindan aldim hizli kargoladi guvenli paketlemis..
bataryasi 1 1.5 saatte dolmakta doldugunda kablo ucunda kirmizi isik sonmekte..bu size yaklasik 10 12 dk ucus suresi sagliyor..
evde test etmenizi oneririm ilk cunku ruzgardan cok ama cok etkileniyor..zaten yaziyor en fazla 4km saat hizinda ruzgarda ucurun diye uyari var kilavuzda..bu yuzden disarida hakimiyet biraz zor bence..
cihaz dayanikli vurmayla carpmayla kolay zarar gormuyor..
kymabdayi ve cihazi actiginizda ilk kumanda ile sol kolu yukar asagi yapiyoruz bu eslesme icin..sonrasinda sol kolu sag alta sag kolu sol alta cekiyoruz bu kalibrasyon..son olarak sol kolu sol alt sag kolu sag alt yapiyoruz pervaneler donmeye basliyor..kamerasi eski telefonlarin kamerasi gibi kalitesi harika degil ama cok cok kotu de degil..
Ozetle deneyim kazanmak isteyenler alabilir eglenceli ve uygun fiyat.."
2022-05-01,5,5 yıldız verdim çünkü  en başta görünsün diye . Hepsiburada dan 2 ürün aldım 1 i yanlış ürün geldi bu da hasarlı ve eksik ürünle geldi
2020-05-10,5,Tamamen evde bir hevesle drone alma isteği oldu 2-3 gün baktım ettim bu drone karar kıldım aldım ve kullanıyorum benim gibi eğlencesine hevesine almak isteyenler için çok güzel kullanımı öğrenince cok basit takla atması çok hoş ama rüzgar a karşı dayanıklığı pek yok desem yalan olmaz:) Kamera olarak görüntü güzel ama video kayıt aşırı donuyor bunlar hep böyle mi yoksa benim ki mi sıkıntılı bilmiyorum.
2020-03-27,5,Ürün hızlı bir şekilde elime ulaştı. Şarjını bitirene kadar kullandım gayet yeterliydi performansı. Bataryayı şarj ettikten sonraki hali bambaşkaydı yani süperdi. 3 hız ayarı ile çok yüksek hızlara çıkabilirsiniz.Kullanım mesafesi 60-70 metre arası çok değil ama idare eder uzaklıkta.Ürünün kanat korumalarını yanına koyuyorlar ve 2 tane yedek kanat yerine 4 tane koymuşlar bu açıdan çok memnun oldum.İlk defa bir drone aldığım için çok birşey diyemem ama giriş seviyesi drone diyebilirim. Kamerası gayet güzel lakin arada bir takılmalar oluyor buda mesafeden kaynaklıdır yani çok takmamak gerek.En son olarakda çantası çok hoş.Özet=Gayet yeterli.
2020-12-17,5,Çok güzel uçuyor Otomatik kalkalı çok iyi Rüzgârlı havalarda uçmuyor Sakın çok Yükseye çıkarmayın yoksa kontrolü kaybedebilirsiniz Çantasıda var
2021-04-18,5,"Ürün çok güzel takla falan atabiliyor lakin gece sürmek biraz zor sürdüğünüz alan en az 30 metre yarıçapında düzlük olsun ağaçlara elektrik tellerine duvarlara çok dikkat edin rüzgarsız dingin havalarda sürün bizim burada rüzgar akşama doğru güneş batarken kesiliyor o zamanlar sürüyorum tam şarjda 5-10 dakika gidiyor bence bir drone&#039;a göre ideal
Çantası gerçekten çok şık duruyor.
ürün 175 gram altına fener ve çakar takıp hırsızları kovalamayı düşünmüştüm ama o an feneri taktığımda dengeli olmayabilir şarjı 3-5 dkda biter falan ama belki ışıkla birlikte kameradan yüzlerini görebilirsiniz bir ihtimal"
2022-02-02,5,Çok memnunum. Kutu paketleme gerçekten çok iyi. Kargodan korkuyodum ama kaliteli hizmet sayesinde hiçbir sıkıntı olmuyo. Rüzgara dayanıklı değil
2020-07-11,3,"Öncelikle, taahüt edilen zamandan önce ürünün elime ulaştığını söylemem gerekir. 
Ürünü önce evde denedim. Havada sabit kalması fena sayılmaz. Kumanda üzerinden yapabileceğiniz trim ayarı da çok hassas hale getiremiyor, sağa sola kaymalar ufak da olsa oluyor. 
Kendi ekseninde 180 derece döndürdüğünüzde, sola hareket ettirmek için sağ kolu, sağa hareket ettirdiğinizde sol kolu kullanmanız gerekiyor maalesef. Bazı dronlarda bu duruma mahal vermeyecek &#039;başsız mod&#039; özelliği maalesef bu dronda yok. 
Dış ortamda Silivri&#039;de tarlaların bulunduğu bir bölgede deneme fırsatım oldu. Nispeten rüzgarsız bir hava olmasına rağmen küçük bir esintide kontrolden çıkıyor. Cep telefonu ile bağlantı kurulduğunda ise, havada kalmakta zorlanıyor. Kamera görüntüsü 1080P olmasına rağmen görüntü kalitesi cep telefonlarındaki gibi değil. Büyük bir ihtimalle yazılımsal olarak 1080P çözünürlük sunuyor. Bu denemede rüzgar kesilmişti ve ne kadar yukarı çıkabileceğini görmek için dronu yükselttim ama yukarıda az da olsa bir rüzgar olduğu için dron aldı başını gitti. Bir kaç yüz metre ileride tarlanın birine düştü. Nereye düştüğünü tam görememiştik ama cep telefonundan drona bağlanmayı başardık. Çok zayıf bir sinyal alıyorduk. Bir ara dron kamerasından görüntü yakaladık ve düştüğü yerdeki nohut yapraklarını görebiliyorduk :) Gidip nohut tarlasından da dronu ışıklarından fark edip aldık. 
Görüntü aktarımı ile ilgili şunu söyleyebilirim, evet görüntü özelliği sayesinde dronu bulduk ama cep telefonuna ilgili programı kuran herkes kameraya erişebilir. Yani hiçbir şifreleme yok. Yani evde dronu kullansanız ve yan dairedeki telefonuna aynı programı kursa, sizin evi görebilir.
İkinci günde ise pervane perdeye takılıp dönmez oldu. Garanti kapsamında firmaya geri gönderdik. Tamiri uzun sürdü ama bir iki gün içinde ulaşacağı SMS ile bildirildi."
2022-05-08,5,Bana göre güzel
2021-08-29,4,"Çok fazla stabil değil havada sabit tutmak için kapalı ve çok geniş bir alan yada rüzgarsız geniş açık alan lazım. El alıştığında o kaymalar tolere edilebiliyor. Başlangıç için kullanılabilir. Kanatlar sert yere çarpmadıktan sonra zarar görmüyor , zarar görse bile ufak yamulmalar uçmasına mani olmuyor."
2022-01-31,5,Fiyatina gore kaliteli.hizli kargo.
2021-09-08,5,Ürün gayet güzel voyager zoom yerine bunu tercih ederim
2022-03-03,3,Oğlum severek kullanıyor
2021-07-02,1,cihazı 2 haftadır kullanıyorum. stabil bir drone değil. başka marka da kullandığım için söyleyebiliyorum. ayrıca şarj denildiği kadar gitmiyor. extra batarya alsanız pahalıya geliyor. tavsiye etmiyorum. paranız çöp olmasın.
2022-05-10,1,Kalitesiz
2021-06-21,3,Firma ilgili ama ürün kalitesiz
2021-06-11,1,Cok dandik 5 kurus etmez benim gibi bos yere alip paranizi çöpe atmayın derim 😞
2021-09-06,5,Oğlum bayıldı teşekkürler
2021-03-31,5,"Daha önce minyonlusu vardı, uzun süre oynadık ama bozulunca bunu aldım. Fiyatına göre çok iyi."
2021-07-26,1,Anında bozuldu kesinlikle paranıza yazık almayın pişman olursunuz
2021-01-07,1,Ürün kalitesi hiç iyi değil hemen bozuldu
2022-03-27,5,Kaliteli ve uygun...
2018-11-28,4,"Ürünü sipariş ettikten 2 gün sonra elime ulaştı. Ürünün boyutu güzel, rengi güzel, tasarımı güzel, kullanımı kolay, kamerası bizi tatmin edecek derecede güzel. Ancak uçuş süresi çok kısa. 50-60 dakika sarj ediyorsunuz ve maksimum 5 dakika uçurabiliyorsunuz. WiFi ile kamerasına bağlanırsanız bu süre daha da kısalıyor ve hemen bitiyor. Başka batarya sipariş edip kullanmanızı tavsiye ediyorum."
2019-04-30,5,"Gayet stabil uçan bir drone. Tabi bu dronu oyuncak kategorisinde değerlendirmek lazım. Çocuğunuza alabilirsiniz veya drone merakınızı giderebilirsiniz. Ayrıca çok dayanıklı, bir kaç sefer çarptım fakat herhangi bir sorun olmadı. Kamerası iyi diyebilirim."
2018-12-20,5,"Aldığım ilk drone oldu. Kullanımı çok basit, hayatımda ilk kez drone kullandım ama kavramam yaklaşık iki dakika sürdü.
Pil ömrü söylendiği gibi maksimum beş dakika. Kameranın görüntü kalitesi düşük ama tatmin edecek düzeyde.
TT Teknoloji ise kesinlikle ürünlerinin arkasında duran kaliteli bir firma. Yaşadığım arızada hicbir zorluk çıkarmadan ürünü garanti kapsamında onarıp yolladılar. Bu konuda ilgili kişi olan Doğan Bey&#039;e de ayrıca teşekkür etmek istiyorum."
2018-11-04,4,"9 yaşındaki oğluma doğum günü hediyesi olarak aldım. 3 günde geldi ancak kutusunun üzerine fatura yapıştırılarak herhangi bir güvenlik önlemi alınmadan gönderilmişti. Allah&#039;tan herhangi bir zarar görmemiş kargoda. hemen kurduk ve bataryasını şarj ettik. wifi ile telefona bağladık. hafıza kartı olmadan da telefona wifi ile foto ve video kaydı alınabiliyor. ancak canlı görüntü alamadım telefondan. ya bu özellik yok ya da ben bulamadım çünkü telefondaki uygulaması çince. kolay kullanılabilir güzel bir dron ancak havada kalma süresi çok kısa. tam yönetmeye başlıyorsunuz ki şarjı bitiyor. kamera kaydı yapmadan 5 dk kamera kaydı yaparken 2,5 dk havada kalıyor. daha büyük bataryayı yuvasına nasıl oturtacağımı çözersem daha güçlü bir tane alıp takmayı düşünüyorum."
2018-07-16,5,"ürün başlangıç için bence yeterli , oldkça sağlam .. çarpma düşme gibi durumlara dayanıklı , fonksiyonları çalışıyor. kullanımı kolay , 9 yaşında ki oğlum gayet başarılı bir şekilde kontrol edebiliyor."
2019-08-05,5,Ürünü aldım elime ulaştı bence verdiği parayı hak ediyor droneların pahalı olduğunu düşünürsek bu fiyatına göre iyi bir drone
2021-11-17,5,Ürün eksik parçalı geldi. İade ettim kabul etmediler ürünü geri eksik parça ile gönderdiler. Hepsi buradayı arayıp durumu bildirdim. Param hemen iade edildi. Teşekkürler Hepsiburada
2021-04-21,5,Güzel bir ürün ama çocuklar için uygun değil. Bataryası az gidiyor 5 dk uçuyor  uçmuyor. Ama çok eğlenceli. Yedek batarya ile belki kullanılabilir . Teşekkür ederim
2021-09-11,5,Görüldüğü gibi geldi
2019-12-13,4,merhabe ürünü aldık kızımla keyifle ucuruyoruz fakat 5 6 dakika uçuyor yedek pil nereden alabilirim
2022-04-28,1,"Aradım, taradım kamera bulamadım. Hakkını yemeyeyim içinden çıkan kullanma kılavuzunda da kameradan hiç bahsetmiyor."
2021-11-29,5,Cok sağlam gözüküyor ama çarpmak istemem :) görseli 2 katına çıkıyor çok daha heybetli oldu.
2022-02-14,4,Yeni başlayanlar için ideal oldugunu düşünüyorum. bununla tamamen tuşlara hakim olduktan sonra daha iyisine geçilir. Bu paraya alınır.
2022-05-11,1,Parasını hak etmiyor dandik cihaz
2021-09-24,1,Bu dronu aldım bir pervanesi çalışmıyor garantiye göndermek istiyorum yani eğer küçük çocuğunuz varsa onu oyalamak için alınır ve çocuğunda ilk uçuştan sonra ucuramaz alamayınca GARANTIYE GÖNDERMEK ISTIYORUM SATICI ILGILENIRSE SEVİNİRİM
2021-09-19,1,Dron aldim çok hassas bişey ilk uçuştan sonra pervane biri çalişmiyor
2021-11-21,1,Ürün bo* gibi aldığımda pervanesi çalışmadı iade ettim
2020-01-27,5,Ürün gayet güzel klasik Monopoly oyunu fakat satıcı o kadar iyi ki size anlatamam İstanbul&#039;dan cuma akşamı sipariş verdim cumartesi karkodaydı pazartesi saat 12 de evime geldi SÜPER HIZLI ve GÜVENLİKLİ bir satıcıcı kesinlikle tavsiye ederim SATICIYA TEŞEKKÜRLERİMİ SUNARIM..
2022-01-20,5,Teşekkürler
2022-05-11,5,Satıcı çok ilgili ve paketlemesi gayet güzel. Ürün hiç zarar görmeden elimize ulaştı. Ürün orijinal ve 2018 üretimi olarak görünüyor. Gönül rahatlığıyla alabilirsiniz. Memnun kalınca bir adet daha sipariş verdik. Teşekkürler.
2021-03-13,5,Çok iyi bir ürün hızlı kargo indirime aldım çok iyi mükemmel paraları A4 e basılmış para gibi değil biraz daha kalın ve kartonunda bir tane tren istasyonunda M200 yazacağına(M=monopoly parası) A200 yazılmış basım hatası gerisi sıkıntısız çok iyi
2021-10-01,5,Kargo oldukça hızlıydı ve güzel paketlenmişti orjinal.satıcıya teşekkürler.Oyun bence monopoly oyunları arasında en eğlencelisi.
2021-05-14,5,Oğlumun doğum günü için aldık hızlı şekilde kargolandı gayet güzel çok teşekkürler
2021-11-03,5,Dün akşam sipariş vermiştim kardeşim çok istiyordu açıkçası biraz kararsız kalmıştım acaba kötü gelirmi diye ama ürün jelatinli geldi ve 1 gün sonra direk elimdeydi bu kadar hızlı geleceğini bilmiyordum ilk defa bir siparişim hemen geldi teşekkürler üründe kusursuz dur
2022-03-01,5,Dün sipariş ettim bugün geldi. Çocuklarım çok mutlu oldular. Ürün eksiksiz geldi. Teşekkür ediyorum.
2022-03-30,5,ÜRÜN ÇOK GÜZEL GELDİ KESİNLİKLE TAVSİYE EDERİM KARGOLAMADA ÇOK İYİ HEDİYE İÇİNDE TEŞEKKÜR EDERİM
2022-04-09,5,Çok güzel paketlenmiş ve en kısa sürede teslim edildi.
